stations	DIST	bathy	S8	S2	Ssummer	Swinter	T8	T2	Tsummer	Twinter	DO	N	P	S	SeaIce1	SeaIce2	SeaIce3	SeaIce4	SeaIce5	SeaIce6	SeaIce7	SeaIce8	SeaIce9	SeaIce10	SeaIce11	SeaIce12	SeaIceC	SeaIcemonths	ProdJanC	ProdFevC	ProdMarC	ProdAprC	ProdMayC	ProdJunC	ProdJulC	ProdAugC	ProdSepC	ProdOctC	ProdNovC	ProdDecC	ProdWC	ProdSprC	ProdSumC	ProdfallC	PPA0207	gCYC0217
69	0.104601286123	75	27.16	30.0751	27.37	30.1455993652343	15.4163999557495	1.19	14.39	0.84	7.09239149093627	3.91049027442932	0.661968529224395	4.76453304290771	44.5172414451	57.5862068966	54.0344826929	38.5862068966	7.29310344828	0	0	0	0	0	0	5.51724137931	17.2945402299	3.46	261	168	540	2091	4170	7494	8268	8314	6979	3358	1357	1088	323	4585	7853.66666666667	1934.33333333333	439.99	1341.01
70	0.767396735523	409	30.1	31.91	30.2	31.7019004821777	15.6770000457763	0.19	14.45	-0.24	7.3740267753601	2.08884906768798	0.61642575263977	3.26129460334777	5.73291374075	42.7937414235	39.9955172374	5.71460342407	0.4762069028	0	0	0	0	0	0	0	7.89274856071	2.49	156	136	230	415	752	929	1506	1902	1342	855	370	346	174	698.666666666667	1583.33333333333	523.666666666667	263.24	271.894583333333
71	0.119510008488	167	29.48	31.28	29.57	31.3111000061035	17.0349998474121	-0.02	15.6	-0.17	7.3171100616455	1.88052022457122	0.575850963592529	3.06243300437927	10.8538793202	43.8208277308	42.2310344926	15.8744827386	1.4891379455	0	0	0	0	0	0	0.568965517241	9.56986064541	3.15	269	254	417	996	867	1451	2384	2854	2427	1317	657	279	313.333333333333	1104.66666666667	2555	751	348.19	431.065
72	0.107203469668	149	29.36	30.89	29.28	30.8838005065917	16.9563007354736	-0.24	15.95	-0.04	7.43897867202758	1.23659253120422	0.537398278713226	2.89572525024414	3.97308629957	33.1682241045	32.5716896386	14.1352931056	0.310465516715	0	0	0	0	0	0	0	7.01322988875	2.85	268	238	359	826	910	1469	2674	3708	3260	1750	714	333	288.333333333333	1068.33333333333	3214	932.333333333333	323.38	502.14875
73	0.574727741682	433	30.76	31.33	30.6	31.4340000152587	16.4232997894287	-0.11	14.59	0.37	7.43897867202758	1.23659253120422	0.537398278713226	2.89572525024414	1.02244829309	10.3696379168	14.5674998842	2.35356894855	0.2711724084	0	0	0	0	0	0	0	2.38202728759	1.67	196	187	313	657	623	798	1251	1618	1302	889	430	255	232	692.666666666667	1390.33333333333	524.666666666667	282.91	259.119583333333
74	2.16599785596	1368	31.97	32.45	32.01	32.6203994750976	17.1103000640869	1.76	15.43	1.36	6.79012155532836	0.947679102420806	0.382225006818771	1.49054050445556	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	261	290	437	794	726	844	986	884	838	734	457	295	329.333333333333	788	902.666666666667	495.333333333333	271.29	229.524166666667
75	1.53332755357	472	30.8	31.83	30.9	31.9055004119873	16.0944004058837	0.38	14.59	0.49	7.18097925186157	1.03508937358856	0.467642158269882	1.95813083648681	0.398413781462	0.924620694128	3.12632751465	0.588913786	0.208568967622	0	0	0	0	0	0	0	0.437237061988	0.18	177	187	283	643	565	758	1096	1303	1092	794	485	231	215.666666666667	655.333333333333	1163.66666666667	503.333333333333	275.77	231.5925
76	1.40174960407	465	30.53	31.61	30.67	31.7959003448486	16.0653991699218	0.17	14.51	0.37	7.59196424484252	0.938267529010772	0.479687720537186	1.88841021060943	0.745844816339	1.59267239735	6.2058621275	0.638896547515	0.193672410373	0	0	0	0	0	0	0	0.781412358256	0.59	175	187	272	675	628	723	1155	1405	1196	848	491	212	211.333333333333	675.333333333333	1252	517	275.77	242.329583333333
77	0.103713480438	374	31.44	31.61	31.47	31.9255008697509	14.934700012207	0.91	13.03	0.81	7.52396154403686	0.974197566509246	0.436190992593765	1.67285883426666	3.29310344828	12.3620690971	12.4655171427	6.37931037771	0.568965517241	0	0	0	0	0	0	0.706896551724	2.98132184456	0.05	141	140	268	804	773	905	1612	2045	1840	1114	474	313	183	827.333333333333	1832.33333333333	633.666666666667	276.18	317.215416666667
78	0.312472417513	326	31.46	31.9031	31.52	31.926399230957	15.3509998321533	0.14	13.74	0.18	7.59196424484252	0.938267529010772	0.479687720537186	1.88841021060943	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	156	161	226	625	598	724	1172	1506	1240	815	417	279	181	649	1306	503.666666666667	261.02	240.869583333333
79	1.12245197184	263	30.21	31.56	30.44	31.5086994171142	16.3442001342773	0.05	14.69	0.52	7.20949220657348	1.11788213253021	0.508879601955413	2.35000848770141	0.918327594626	6.506655134	10.3792930471	1.52184483101	0.368793092925	0	0	0	0	0	0	0	1.64124280831	1.08	230	214	373	754	618	906	1407	1884	1480	995	449	240	272.333333333333	759.333333333333	1590.33333333333	561.333333333333	312.9	290.479166666667
80	2.4780446855	2088.97607421875	29.5342	32.5981	29.92	32.6823005676269	2.09929990768432	-1.78503	3.21	-1.77381	8.20262432098388	2.29249334335327	0.900646150112152	6.09903860092163	99.6602931845	99.6724137931	99.4682413299	99.1847414477	98.0746207402	94.9888274094	72.1417932182	20.7209826996	6.43077588081	15.224655176	84.2441724909	97.9121551514	73.9769727101	8.98	0	0	15	50	91	573	597	457	311	0	0	0	5	238	455	0	56.83	63.6925
81	3.15671783109	2208.587890625	27.09	32.8359	28.75	32.858299255371	1.99928998947143	-1.79857	2.51	-1.77011	8.11755466461181	2.23688125610351	0.81653094291687	5.58511734008789	99.7162242758	99.7415172972	99.653482766	99.3071036503	98.2399481412	95.8863796366	71.8518276872	20.8471208112	6.85010355094	14.370396425	80.7019137021	97.6549828628	73.7350834005	8.98	0	0	15	50	91	590	655	466	314	0	0	0	5	243.666666666667	478.333333333333	0	40.02	66.33875
82	0.899783181892	1427.90100097656	31.79	32.4954	30.82	32.5364990234375	2.30111002922058	-1.77919	3.23	-1.78151	8.55313491821289	2.36803030967712	0.953034460544586	6.23392105102539	99.5773792925	99.7761896068	99.3408104469	99.1114482222	98.0097932487	92.7680172098	75.1194138362	24.4813276488	8.00506902563	11.6342243491	79.338862156	97.9312069334	73.7578118313	9.1	0	0	25	55	144	645	558	423	288	166	0	0	8.33333333333333	281.333333333333	423	55.3333333333333	50.05	70.08
87	2.17981130454	2487	33.67	34.21	33.58	33.8532981872558	5.91469001770019	0.77069	5.56	0.55489	7.84782981872558	4.2467303276062	0.614831626415252	3.34684085845947	6.85943097082	11.6034826575	14.1826553098	7.53691383066	0.912810358508	0.689258616546	0.489879320408	0.127448279282	0	0	0	1.16062065651	3.63020833334	0.38	0	93	135	514	1245	672	980	847	591	326	0	0	76	810.333333333333	806	108.666666666667	161.02	164.34125
88	4.11050406704	1456	33.84	34.237	33.68	34.3658981323242	6.40839004516601	1.5	6.24	2.02	7.76773262023925	2.70321822166442	0.624681234359741	4.19937419891357	32.410689469	45.7317068495	57.3379655789	53.9586034314	24.5566552836	5.32968971647	1.66339654758	0	0	0	1.57191376028	10.9867068981	19.4622772946	2.72	0	103	131	324	657	521	644	663	564	354	0	0	78	500.666666666667	623.666666666667	118	141.46	120.480416666667
89	3.86882187654	820.192993164062	32.8	33.5955	33.07	33.7009010314941	5.23319005966186	0.13949	4.96	-0.05	7.88781356811523	2.60458374023437	0.616877734661102	3.41984057426452	37.0424654319	55.3382071955	67.7443104777	69.9290349895	30.2536036064	8.59544818977	3.65341369859	0.493293088058	0	0	2.25970681782	15.9260689472	24.2696293702	2.14	0	64	119	452	615	510	653	760	623	355	0	0	61	525.666666666667	678.666666666667	118.333333333333	148.31	126.259583333333
90	0.454285213984	960	34.82	34.77	34.65	34.6435012817382	5.02210998535156	3.52	6.09	2.66	7.39321660995483	6.63884592056274	0.760691583156585	6.32419252395629	5.07105164692	7.42737923819	11.8702586273	15.893448361	16.9563964975	13.6157588219	6.90600005512	2.62406895901	0.446465533355	0.303827589956	1.04062067229	2.71853443672	7.07281753661	1.58	0	141	180	326	1181	735	748	739	466	297	0	0	107	747.333333333333	651	99	157.07	146.395416666667
91	1.65782000236	2869	34.68	34.78	34.71	34.7851982116699	7.377610206604	3.89	7.25	3.88	7.27490997314453	7.10582113265991	0.708082437515258	5.47013521194458	0.789431037574	1.39825864496	1.94632756299	3.1961552028	3.98696553296	2.86670693036	1.00506894342	0.255396546989	0	0	0	0.0935172376962	1.29481896998	0.08	0	103	153	313	943	882	820	674	484	316	0	0	85.3333333333333	712.666666666667	659.333333333333	105.333333333333	151.38	142.593333333333
92	2.48783162532	3460	34.56	34.7602	34.66	34.804100036621	8.32429981231689	3.4	7.24	3.86	7.31461191177368	7.24322366714477	0.689413547515869	5.2538366317749	0	0	0	0.475482759805	0.645999998882	0.316706887607	0	0	0	0	0	0	0.119849137191	0.02	0	90	131	295	898	978	1013	761	549	290	0	0	73.6666666666667	723.666666666667	774.333333333333	96.6666666666667	157.63	152.235416666667
93	3.40761075713	2866	34.22	34.78	34.31	34.6416015625	7.051109790802	3.34	6.76	3.47	7.49622678756713	5.4278507232666	0.731917083263397	5.49077415466308	5.64684483101	12.7851033704	15.5308620354	12.2141379488	5.07487927634	3.3272758599	1.28448279151	0	0	0	0	0.912965519675	4.73137930275	0.4	0	84	145	240	815	869	1082	827	629	352	0	0	76.3333333333333	641.333333333333	846	117.333333333333	180.24	153.39125
94	3.91022717301	2968	34.05	34.78	34.36	34.6703987121582	7.28831005096435	3.5	7.38	3.45	7.49622678756713	5.4278507232666	0.731917083263397	5.49077415466308	4.28186207804	10.40570694	13.9542930537	10.111155214	2.0314482656	1.06572415089	0.392741384177	0	0	0	0	0.740224164108	3.58192960421	0.4	0	91	134	256	810	882	1117	853	600	334	0	0	75	649.333333333333	856.666666666667	111.333333333333	174.87	154.425416666667
99	1.95844078577	2393	34.64	34.84	34.64	34.8013000488281	7.64051008224487	3.3	7.48	4.09	7.1182689666748	8.26098155975341	0.753297269344329	5.85211753845214	0.14505172598	0.125396547646	0	0.429724126027	0.909689673062	0.607379321394	0.146137928141	0.143344829822	0	0	0	0	0.208893679339	0.02	0	89	139	244	811	955	879	668	483	261	0	0	76	670	676.666666666667	87	165.97	137.757083333333
100	0.957319089628	1608	34.35	34.55	34.37	34.7333984375	6.54291009902954	2.79	6.89	3.29	7.21764326095581	9.41371917724609	0.837996900081634	6.79276895523071	3.46582758838	4.91391385835	6.64872397225	8.46005174209	9.41793098121	7.52893107513	4.22932760469	1.5359482683	0.354396556986	0.090224134511	0.70518967201	2.19489659112	4.12878017042	0.08	0	112	168	325	1282	1019	745	758	500	287	0	0	93.3333333333333	875.333333333333	667.666666666667	95.6666666666667	173.76	158.045
103	3.05687843474	2682	34.53	34.84	34.62	34.8517990112304	9.30978965759277	3.85	8.63	4.06	6.99445486068725	10.4639997482299	0.79101014137268	5.90218162536621	1.02760344538	1.18631034062	1.76856895973	2.34686207771	2.58096551895	2.15558620157	0.795500007169	0.115620695311	0	0	0.0874482763225	0.224999995067	1.02412212649	0.02	0	116	174	300	849	1060	910	815	626	370	0	0	96.6666666666667	736.333333333333	783.666666666667	123.333333333333	178.26	158.775
104	2.36181447832	2262	34.57	34.74	34.68	34.8259010314941	8.88790035247802	4.46	8.51	4.41	7.12764501571655	10.0013093948364	0.74744963645935	5.75757026672363	5.08160351063	6.43831036009	7.51636207515	8.76203452308	8.82991387926	7.41584485153	4.75355170513	1.31831035943	0.156724140562	0.182413791788	1.30808619795	3.01398271528	4.56476150916	0.02	0	118	180	317	897	1120	952	869	699	368	0	0	99.3333333333333	778	840	122.666666666667	178.26	167.9
105	0.771937932157	541	33.31	34.85	33.49	34.6883010864257	6.01880979537963	4.1621	5.58	4.1085	7.15526819229125	8.93225574493408	0.60289591550827	4.91017627716064	36.7231380364	41.7929483282	53.8330001173	52.6511204818	59.6446209612	46.2806382015	22.5201897703	5.11875861267	1.31396550146	1.87255172072	6.85132764948	16.7131550394	28.776284535	3.12	0	141	165	391	684	684	828	898	561	294	0	0	102	586.333333333333	762.333333333333	98	184.3	141.315833333333
106	2.03950011677	2181	33.1	34.97	34.5	34.9196014404296	8.75069999694824	5.04	8.93	4.92	7.06421518325805	9.64180183410644	0.670182704925537	5.0952033996582	4.74403447118	6.98968966254	6.79189651588	7.60939667965	8.21998274737	7.79732759246	4.47836205877	1.00894829323	0	0.22206896749	1.36251724177	4.96644818372	4.51588936784	0.38	0	127	166	294	1088	1333	996	1157	748	363	0	0	97.6666666666667	905	967	121	191.01	190.773333333333
107	4.21349147192	2917	34.85	35.17	34.88	34.9758987426757	10.246600151062	5.07	9.4	5.21	6.78410196304321	10.9060049057006	0.758435010910034	4.96541261672973	0	0	0.826844823772	0	0	0.0922241375364	0	0.243448290332	0	0	0	0.581120721225	0.145303164405	0	0	132	174	316	724	1246	1236	1176	729	360	0	0	102	762	1047	120	191.5	185.32875
108	5.25971545231	2009	34.99	35.03	34.97	35.0251998901367	10.5452003479003	6.24	9.7	6.16	6.71194601058959	10.8130159378051	0.759155333042144	4.88733291625976	0	0	0.0921206885371	0	0	0	0	0	0	0	0	0.998241391675	0.0908635066843	0	0	139	181	313	772	1255	1311	1256	743	317	0	0	106.666666666667	780	1103.33333333333	105.666666666667	202.87	191.229583333333
109	4.36397534034	1671	35.03	35.09	35.03	35.0807991027832	10.8493995666503	6.63	9.8	6.51	6.75693082809448	10.1103143692016	0.726098835468292	4.90084505081176	0	0.826344802462	0.57296550685	0.321551717561	0	0.791293111341	0.701931016199	0.32162067808	0	0	0.287482754938	2.6240344212	0.537268667386	0	0	119	174	312	797	1242	1438	1308	798	295	0	0	97.6666666666667	783.666666666667	1181.33333333333	98.3333333333333	190.55	197.19125
110	4.36501993918	1671	35.03	35.09	35.03	35.0807991027832	10.8493995666503	6.63	9.8	6.51	6.75693082809448	10.1103143692016	0.726098835468292	4.90084505081176	0	0.826344802462	0.57296550685	0.321551717561	0	0.791293111341	0.701931016199	0.32162067808	0	0	0.287482754938	2.6240344212	0.537268667386	0	0	119	174	312	797	1242	1438	1308	798	295	0	0	97.6666666666667	783.666666666667	1181.33333333333	98.3333333333333	190.55	197.19125
111	4.36501993918	1671	35.03	35.09	35.03	35.0807991027832	10.8493995666503	6.63	9.8	6.51	6.75693082809448	10.1103143692016	0.726098835468292	4.90084505081176	0	0.826344802462	0.57296550685	0.321551717561	0	0.791293111341	0.701931016199	0.32162067808	0	0	0.287482754938	2.6240344212	0.537268667386	0	0	119	174	312	797	1242	1438	1308	798	295	0	0	97.6666666666667	783.666666666667	1181.33333333333	98.3333333333333	190.55	197.19125
113	3.10033066082	2408	35.21	35.17	35.12	35.2126007080078	12.2850999832153	8.15	11.38	8.19	6.4032654762268	9.01163482666015	0.642647325992584	4.35140657424926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	233	414	947	1293	1347	1278	688	373	0	0	125.333333333333	884.666666666667	1104.33333333333	124.333333333333	204.76	204.278333333333
114	5.76681458068	2387	35.13	35.24	35.16	35.2658996582031	13.116600036621	9.1	12.83	9.22	6.26074838638305	8.14454650878906	0.603803217411041	4.03801584243774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	254	514	937	1069	1217	1165	827	368	287	0	137.333333333333	840	1069.66666666667	218.333333333333	221.17	206.711666666667
115	6.29164603637	1854	35.18	35.24	35.18	35.2635993957519	13.5029001235961	9.24	12.99	9.36	6.24458312988281	8.06126689910888	0.59179937839508	3.9817259311676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	257	538	882	1030	1211	1240	808	368	299	0	142	816.666666666667	1086.33333333333	222.333333333333	226.95	206.894166666667
116	6.82977797685	1546	35.27	35.3	35.2688	35.2723007202148	13.9670000076293	9.2	13.56	9.28	6.16886377334594	7.10950231552124	0.530818164348602	3.67383956909179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	287	569	871	1046	1149	1264	753	417	304	0	156.333333333333	828.666666666667	1055.33333333333	240.333333333333	239.74	208.110833333333
118	8.18228049024	2885	35.24	35.29	35.2354	35.2680015563964	14.3736000061035	9.98	13.74	9.87	6.15871810913085	6.62154531478881	0.510541796684265	3.64313793182373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	200	327	693	839	1127	1304	1172	887	486	322	0	231	886.333333333333	1121	269.333333333333	274.32	228.824583333333
119	9.65036322455	3988	35.33	35.32	35.2574	35.2587013244628	14.7622003555297	10.47	13.94	10.47	6.11086273193359	5.42349767684936	0.449197769165039	3.31063270568847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	217	341	724	830	1176	1210	1213	924	537	282	0	238	910	1115.66666666667	273	303.33	231.470833333333
120	9.65036322455	3988	35.33	35.32	35.2574	35.2587013244628	14.7622003555297	10.47	13.94	10.47	6.11086273193359	5.42349767684936	0.449197769165039	3.31063270568847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	217	341	724	830	1176	1210	1213	924	537	282	0	238	910	1115.66666666667	273	303.33	231.470833333333
121	10.0783856995	2914	35.32	35.35	35.3	35.3221015930175	15.1297998428344	10.73	14.44	10.43	6.08863830566406	4.71725225448608	0.419413179159164	3.04465579986572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	225	350	757	897	1156	1221	1192	913	537	305	0	242	936.666666666667	1108.66666666667	280.666666666667	316.15	234.33
122	10.6234677835	3422	35.25	35.4214	35.33	35.4197006225585	15.6283998489379	10.72	15.23	10.99	6.0609278678894	4.01645469665527	0.389409095048904	2.71498084068298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	245	379	731	896	1369	1360	1210	903	591	302	0	262.666666666667	998.666666666667	1157.66666666667	297.666666666667	333.08	247.895833333333
123	7.5207143669	4246	35.56	35.5	35.55	35.5391998291015	16.5144996643066	11.14	16.13	11.35	6.02903032302856	4.36345243453979	0.367828845977783	2.24648523330688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	239	373	692	931	1323	1288	1092	864	576	299	224	262	982	1081.33333333333	366.333333333333	302.76	245.614583333333
124	2.53646870574	2923	35.2	35.5115	35.3	35.472900390625	14.7132997512817	9.69	14.13	9.83	6.08664560317993	5.96333503723144	0.419434100389481	2.78328514099121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	183	296	694	1191	1348	1514	1345	952	518	258	0	221.333333333333	1077.66666666667	1270.33333333333	258.666666666667	298.93	258.055
125	1.81557298995	1683	35.42	35.48	35.44	35.4846000671386	16.5324993133544	11.16	16.24	11.02	6.06755304336547	4.50517129898071	0.314410388469696	2.76270365715026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	220	345	985	1140	1513	1133	998	871	570	287	0	241	1212.66666666667	1000.66666666667	285.666666666667	318.76	250.025
126	2.08498231688	2056	35.35	35.32	35.37	35.4163017272949	13.7184000015258	9.4	13.32	9.46	6.21930503845214	7.26726150512695	0.540373623371124	2.94939827919006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	251	585	1207	1312	1297	1310	866	396	0	0	135.333333333333	1034.66666666667	1157.66666666667	132	285.31	224.444583333333
127	11.0083901391	3760	34.6	34.71	34.63	34.7837982177734	12.6246995925903	5.95	11.61	6.09	6.60423040390014	6.9481177330017	0.565983951091766	4.45168256759643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	188	337	750	914	1090	1314	1312	1019	460	265	0	220.666666666667	918	1215	241.666666666667	302.73	236.824166666667
128	3.0983592757	2026	35.1779	35.26	35.17	35.2527999877929	12.6835002899169	8.97	11.95	9	6.28881502151489	8.09019088745117	0.600139081478118	3.6356143951416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	226	442	1125	1527	1355	1250	727	361	0	0	125.666666666667	1031.33333333333	1110.66666666667	120.333333333333	222.48	217.905
129	0.844447564397	1459	35.15	35.33	35.12	35.2116012573242	11.8106002807617	7.62	11.29	7.58	6.46564292907714	8.16937732696533	0.563789308071136	4.20780563354492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	210	378	1021	1773	1814	1721	795	392	0	0	126	1057.33333333333	1443.33333333333	130.666666666667	224	251.606666666667
130	0.407081489492	240	30.39	32.02	30.37	31.8973999023437	4.76941013336181	0.4807	3.88	-0.53521	7.58796501159667	5.02770662307739	1.01349198818206	3.60822224617004	99.6330690055	99.8205345417	99.7842240169	98.8185690518	93.2313794103	72.2527415177	26.6578963872	7.89137930706	5.86979299578	9.33262066183	58.9476036861	96.4094135679	64.0541020125	7.36	0	9	24	65	133	689	816	680	413	217	0	0	11	295.666666666667	636.333333333333	72.3333333333333	108.78	92.6491666666667
131	0.407081489492	240	30.39	32.02	30.37	31.8973999023437	4.76941013336181	0.4807	3.88	-0.53521	7.58796501159667	5.02770662307739	1.01349198818206	3.60822224617004	99.6330690055	99.8205345417	99.7842240169	98.8185690518	93.2313794103	72.2527415177	26.6578963872	7.89137930706	5.86979299578	9.33262066183	58.9476036861	96.4094135679	64.0541020125	7.36	0	9	24	65	133	689	816	680	413	217	0	0	11	295.666666666667	636.333333333333	72.3333333333333	108.78	92.6491666666667
132	0.429424061086	100	30.32	32.1558	30.43	32.0969009399414	5.37278985977172	-0.71081	4.55	-0.58141	7.51575469970703	4.9891357421875	1.03535902500152	3.58968138694763	99.4923620553	99.7769828007	99.6090173392	98.8904484716	88.2364312534	65.4664999863	25.7271033484	9.31908620637	4.76348269397	15.6862932238	69.2664655159	97.176862059	64.4509195795	7.2	0	12	22	65	122	686	790	648	429	206	0	0	11.3333333333333	291	622.333333333333	68.6666666666667	117.37	90.6416666666667
